Niveau,Code,Titres_de_classes,Nom_du_type_d_element_Francais,Description_d_element_Francais
4,RDF6020204,Sciences de la phonétique et de la parole,Exclusion(s),orthophonie  (Voir RDF3030304 Orthophonie)
4,RDF6020204,Sciences de la phonétique et de la parole,Exclusion(s),production de la parole  (Voir RDF5010203 Production de la parole)
4,RDF6020209,Lexicologie ( y compris l'onomastique),Exclusion(s),lexicographie  (Voir RDF6020207 Lexicographie)
3,RDF60203,Littérature et études littéraires,Exclusion(s),création littéraire  (Voir RDF60404 Création littéraire)
3,RDF60203,Littérature et études littéraires,Exclusion(s),étude des langues  (Voir RDF60201 Langues)
2,RDF603,Philosophie,Exclusion(s),histoire et théorie de l'architecture  (Voir RDF6040202 Histoire et théorie de l'architecture)
2,RDF603,Philosophie,Exclusion(s),"philosophie classique  (Voir RDF6030122 Philosophie classique ou ancienne (grecque, latine, médiévale))"
2,RDF603,Philosophie,Exclusion(s),histoire et théorie de la conception  (Voir RDF6040301 Histoire et théorie du design)
2,RDF603,Philosophie,Exclusion(s),"sciences humaines (humanités) numériques, autres que les arts numériques  (Voir RDF6059901 Sciences humaines numériques)"
2,RDF603,Philosophie,Exclusion(s),"linguistique historique  (Voir RDF6020206 Linguistique historique, diachronique et dialectologie)"
2,RDF603,Philosophie,Exclusion(s),histoire et la théorie du milieu bâti qui n'ont pas trait à l'histoire et à la théorie de l'architecture  (Voir RDF5070202 Histoire et théorie du milieu bâti (sauf l'architecture))
2,RDF603,Philosophie,Exclusion(s),histoire de l'art et de l'architecture  (Voir RDF6040101 Histoire de l'art et de l'architecture)
2,RDF603,Philosophie,Exclusion(s),"histoire des peuples, l'histoire des nations et l'histoire des aires géographiques  (Voir RDF60101 Études de l'histoire)"
2,RDF603,Philosophie,Exclusion(s),droit relatif aux droits de la personne  (Voir RDF5050114 Droits de la personne)
2,RDF603,Philosophie,Exclusion(s),"traitement sans cruauté des animaux en agriculture, en milieu sportif et au foyer  (Voir RDF4020107 Bien-être des animaux)"
2,RDF603,Philosophie,Exclusion(s),étude des langues  (Voir RDF60201 Langues)
2,RDF603,Philosophie,Exclusion(s),"logique mathématique  (Voir RDF1010109 Fondements, logique et théorie des ensembles en mathématique)"
2,RDF603,Philosophie,Exclusion(s),science politique  (Voir RDF50601 Sciences politiques)
2,RDF603,Philosophie,Exclusion(s),sociologie et études sociales des sciences et de la technologie  (Voir RDF5040108 Sociologie et études sociales des sciences et de la technologie)
3,RDF60301,Philosophie (sauf la philosophie de champs d'étude précis),Exclusion(s),éthique appliquée  (Voir RDF60302 Éthique appliquée)
3,RDF60301,Philosophie (sauf la philosophie de champs d'étude précis),Exclusion(s),histoire et théorie de l'architecture  (Voir RDF6040202 Histoire et théorie de l'architecture)
3,RDF60301,Philosophie (sauf la philosophie de champs d'étude précis),Exclusion(s),"linguistique historique  (Voir RDF6020206 Linguistique historique, diachronique et dialectologie)"
3,RDF60301,Philosophie (sauf la philosophie de champs d'étude précis),Exclusion(s),histoire et la théorie du milieu bâti qui n'ont pas trait à l'histoire et à la théorie de l'architecture  (Voir RDF5070202 Histoire et théorie du milieu bâti (sauf l'architecture))
3,RDF60301,Philosophie (sauf la philosophie de champs d'étude précis),Exclusion(s),histoire de l'art et de l'architecture  (Voir RDF6040101 Histoire de l'art et de l'architecture)
3,RDF60301,Philosophie (sauf la philosophie de champs d'étude précis),Exclusion(s),histoire et théorie de la conception  (Voir RDF6040301 Histoire et théorie du design)
3,RDF60301,Philosophie (sauf la philosophie de champs d'étude précis),Exclusion(s),"histoire des peuples, l'histoire des nations et l'histoire des aires géographiques  (Voir RDF60101 Études de l'histoire)"
3,RDF60301,Philosophie (sauf la philosophie de champs d'étude précis),Exclusion(s),"logique mathématique  (Voir RDF1010109 Fondements, logique et théorie des ensembles en mathématique)"
3,RDF60301,Philosophie (sauf la philosophie de champs d'étude précis),Exclusion(s),philosophie de concepts et de champs d'étude précis  (Voir RDF60303 Histoire et philosophie de champs d'étude précis)
3,RDF60301,Philosophie (sauf la philosophie de champs d'étude précis),Exclusion(s),science politique  (Voir RDF50601 Sciences politiques)
3,RDF60301,Philosophie (sauf la philosophie de champs d'étude précis),Exclusion(s),sociologie et études sociales des sciences et de la technologie  (Voir RDF5040108 Sociologie et études sociales des sciences et de la technologie)
4,RDF6030106,Logique,Exclusion(s),logique computationnelle  (Voir RDF1020205 Théorie de la logique computationnelle)
4,RDF6030112,Philosophie de l'esprit (sauf la philosophie de la cognition),Exclusion(s),philosophie de la cognition  (Voir RDF6030110 Philosophie de la cognition)
4,RDF6030125,Philosophie des sciences et des technologies,Exclusion(s),épistémologie  (Voir RDF6030103 Épistémologie)
3,RDF60302,Éthique appliquée,Exclusion(s),aspects éthiques des biotechnologies de l'agriculture  (Voir RDF4040110 Aspects éthiques des biotechnologies de l'agriculture)
3,RDF60302,Éthique appliquée,Exclusion(s),philosophie de l'environnement  (Voir RDF6030102 Philosophie de l'environnement)
3,RDF60302,Éthique appliquée,Exclusion(s),droit relatif aux droits de la personne  (Voir RDF5050114 Droits de la personne)
3,RDF60302,Éthique appliquée,Exclusion(s),"traitement sans cruauté des animaux en agriculture, en milieu sportif et au foyer  (Voir RDF4020107 Bien-être des animaux)"
3,RDF60302,Éthique appliquée,Exclusion(s),métaéthique et théories en matière d'éthiques  (Voir RDF6030121 Métaéthique et théories en matière d'éthiques)
3,RDF60303,Histoire et philosophie de champs d'étude précis,Exclusion(s),histoire et théorie de l'architecture  (Voir RDF6040202 Histoire et théorie de l'architecture)
3,RDF60303,Histoire et philosophie de champs d'étude précis,Exclusion(s),"philosophie classique  (Voir RDF6030122 Philosophie classique ou ancienne (grecque, latine, médiévale))"
3,RDF60303,Histoire et philosophie de champs d'étude précis,Exclusion(s),histoire et théorie de la conception  (Voir RDF6040301 Histoire et théorie du design)
3,RDF60303,Histoire et philosophie de champs d'étude précis,Exclusion(s),"linguistique historique  (Voir RDF6020206 Linguistique historique, diachronique et dialectologie)"
3,RDF60303,Histoire et philosophie de champs d'étude précis,Exclusion(s),histoire et la théorie du milieu bâti qui n'ont pas trait à l'histoire et à la théorie de l'architecture  (Voir RDF5070202 Histoire et théorie du milieu bâti (sauf l'architecture))
3,RDF60303,Histoire et philosophie de champs d'étude précis,Exclusion(s),histoire de l'art et de l'architecture  (Voir RDF6040101 Histoire de l'art et de l'architecture)
3,RDF60303,Histoire et philosophie de champs d'étude précis,Exclusion(s),"histoire des peuples, l'histoire des nations et l'histoire des aires géographiques  (Voir RDF60101 Études de l'histoire)"
3,RDF60303,Histoire et philosophie de champs d'étude précis,Exclusion(s),sociologie et études sociales des sciences et de la technologie  (Voir RDF5040108 Sociologie et études sociales des sciences et de la technologie)
4,RDF6030311,Histoire des idées,Exclusion(s),histoire intellectuelle  (Voir RDF6030310 Histoire intellectuelle (sauf en études littéraires))
2,RDF604,"Arts (arts, histoire de l'art, performance, musique), architecture et design",Exclusion(s),"sciences humaines (humanités) numériques, autres que les arts numériques  (Voir RDF6059901 Sciences humaines numériques)"
3,RDF60401,Histoire et théorie des arts,Exclusion(s),études en conservation d'oeuvres d'art et études connexes  (Voir RDF60408 Études en conservation d'oeuvres d'art et études connexes)
3,RDF60401,Histoire et théorie des arts,Exclusion(s),études littéraires  (Voir RDF60203 Littérature et études littéraires)
3,RDF60402,Architecture,Exclusion(s),génie civil  (Voir RDF20101 Génie civil)
3,RDF60402,Architecture,Exclusion(s),histoire et la théorie du milieu bâti qui n'ont pas trait à l'histoire et à la théorie de l'architecture  (Voir RDF5070202 Histoire et théorie du milieu bâti (sauf l'architecture))
4,RDF6040201,Design architectural,Exclusion(s),architecture de paysage  (Voir RDF6040206 Architecture de paysage)
4,RDF6040202,Histoire et théorie de l'architecture,Exclusion(s),histoire de l'art dans l'architecture  (Voir RDF6040101 Histoire de l'art et de l'architecture)
4,RDF6040204,Gestion de l'architecture,Exclusion(s),architecture de paysage  (Voir RDF6040206 Architecture de paysage)
3,RDF60403,Design et gestion du design,Exclusion(s),conception architecturale  (Voir RDF6040201 Design architectural)
3,RDF60403,Design et gestion du design,Exclusion(s),histoire et théorie de l'architecture  (Voir RDF6040202 Histoire et théorie de l'architecture)
3,RDF60403,Design et gestion du design,Exclusion(s),conception technique  (Voir RDF21201 Conception technique en ingénierie)
3,RDF60403,Design et gestion du design,Exclusion(s),beaux-arts  (Voir RDF60407 Arts visuels et arts médiatiques)
4,RDF6040305,Design de communications visuelles (sauf le graphisme par ordinateur ou l'infographie),Exclusion(s),infographie  (Voir RDF1020507 Infographie)
4,RDF6040306,Design industriel,Exclusion(s), conception industrielle en génie de la fabrication (Voir RDF2040313 Conception industrielle en génie de la fabrication)
4,RDF6040505,Interprétation musicale,Exclusion(s),"arts d'interprétation, du spectacle ou de la scène  (Voir RDF60406 Arts d'interprétation, du spectacle ou de la scène)"
3,RDF60406,"Arts d'interprétation, du spectacle ou de la scène",Exclusion(s),"cinéma, télévision et médias numériques  (Voir RDF50802 Cinéma, télévision et médias numériques)"
3,RDF60406,"Arts d'interprétation, du spectacle ou de la scène",Exclusion(s),"journalisme, rédaction professionnelle et rédaction technique  (Voir RDF50803 Journalisme et rédaction professionnelle)"
3,RDF60406,"Arts d'interprétation, du spectacle ou de la scène",Exclusion(s),études littéraires  (Voir RDF60203 Littérature et études littéraires)
3,RDF60406,"Arts d'interprétation, du spectacle ou de la scène",Exclusion(s),performances et les installations  (Voir RDF6040704 Performances et installations)
3,RDF60407,Arts visuels et arts médiatiques,Exclusion(s),"cinéma, télévision et médias numériques  (Voir RDF50802 Cinéma, télévision et médias numériques)"
3,RDF60407,Arts visuels et arts médiatiques,Exclusion(s),conception de communications visuelles  (Voir RDF6040305 Design de communications visuelles (sauf le graphisme par ordinateur ou l'infographie))
4,RDF6040704,Performances et installations,Exclusion(s),"arts d'interprétation, du spectacle ou de la scène  (Voir RDF60406 Arts d'interprétation, du spectacle ou de la scène)"
3,RDF60408,Études en conservation d'oeuvres d'art et études connexes,Exclusion(s),études culturelles  (Voir RDF60501 Études culturelles)
3,RDF60408,Études en conservation d'oeuvres d'art et études connexes,Exclusion(s),bibliothéconomie  (Voir RDF1020701 Bibliothéconomie)
3,RDF60501,Études culturelles,Exclusion(s),conservation des biens culturels  (Voir RDF6040801 Conservation des biens culturels)
3,RDF60501,Études culturelles,Exclusion(s),culture de l'imprimerie numérique  (Voir RDF6010114 Histoire du livre (y compris la culture de l'imprimerie))
3,RDF60501,Études culturelles,Exclusion(s),"cinéma, télévision et médias numériques  (Voir RDF50802 Cinéma, télévision et médias numériques)"
3,RDF60501,Études culturelles,Exclusion(s),langues et culture associée aux études littéraires  (Voir RDF60201 Langues)
3,RDF60501,Études culturelles,Exclusion(s),marketing et la publicité  (Voir RDF50203 Commercialisation (marketing))
3,RDF60501,Études culturelles,Exclusion(s),"communication organisationnelle, interpersonnelle et interculturelle  (Voir RDF5080105 Communication organisationnelle, interpersonnelle et interculturelle)"
3,RDF60501,Études culturelles,Exclusion(s),"impacts sociaux du marketing et de la publicité  (Voir RDF5040101 Sociologie appliquée, évaluation de programmes et évaluation des impacts sociaux)"
4,RDF6050104,"Culture médiatique, visuelle et numérique",Exclusion(s),culture de l'imprimerie numérique  (Voir RDF6010114 Histoire du livre (y compris la culture de l'imprimerie))
